,0
9177,"I don't like what you`re doing, but I won't insult you. Why? Because who you are tomorrow may be better than who I am today"
9178,"Islam is a religion of justice and dignity, and we are taught to never keep silent when facing injustice, discrimination and double standards."
9179,"A true teacher doesn't teach you to think like him, but to think without him."
9180,"We are in a world that is connected, but is not communicating."
9181,"The very essence of the Sufi spiritual tradition requires you to purify your heart, to liberate yourself from your ego and to be courageous in facing any corrupt power, injustice and oppression. Unfortunately, colonial powers pushed an agenda by using Sufism against resistance, and some ulama played that game in the past and in the present."
9182,Teach the heart not to give way to proud emotions and arrogant thinking; bring the mind to heart-soothing solutions that make it possible to control oneself gently and wisely.
9183,"Criticizing to destroy is easy, thinking in order to build is much more difficult to achieve"
9184,"If you want to have a good life, never forget that you are going to die"
9185,"Our task is to change the world for the better, not to adapt ourselves to the world."
9186,Your sensitivity is power. Don't let people transform your qualities into weaknesses.
9187,"Nature loves courage. You make the commitment and nature will respond to that commitment by removing impossible obstacles. Dream the impossible dream and the world will not grind you under, it will lift you up. This is the trick. This is what all these teachers and philosophers who really counted, who really touched the alchemical gold, this is what they understood. This is the shamanic dance in the waterfall. This is how magic is done. By hurling yourself into the abyss and discovering its a feather bed."
9188,
9189,"You are a divine being. You matter, you count. You come from realms of unimaginable power and light, and you will return to those realms."
9190,Psychedelics are illegal not because a loving government is concerned that you may jump out of a third story window. Psychedelics are illegal because they dissolve opinion structures and culturally laid down models of behaviour and information processing. They open you up to the possibility that everything you know is wrong.
9191,"It is now very clear that techniques of machine-human interfacing, pharmacology of the synthetic variety, all kinds of manipulative techniques, all kinds of data storage, imaging and retrieval techniques - all of this is coalescing toward the potential of a truly demonic or angelic kind of self-imaging of our culture... And the people who are on the demonic side are fully aware of this and hurrying full-tilt forward with their plans to capture everyone as a 100% believing consumer inside some kind of a beige furnished fascism that won't even raise a ripple."
9192,"Capitalism is going to deal itself out of existence, but before it does that, you're gonna pay $50 for a latte, because inflation is going impoverish all of us before people get pissed off enough to realize that all of the last hundred years of economic progress was actually a shell game to create billionaires, while the great masses of people saw their standard of living eroded and destroyed."
9193,"The tension in the world is the tension between the ego and the feminine, not between the masculine and the feminine."
9194,The most beautiful things in the universe are inside the human mind.
9195,The Imagination is the golden pathway to everywhere.
9196,"This is the message of your life and my life - it’s that nothing lasts. Heraclitus said it: Panta Rhei. All flows, nothing lasts. Not your enemies, not your fortune, not who you sleep with at night, not the books, not the house in Saint-Tropez, not even the children - nothing lasts. To the degree that you avert your gaze from this truth, you build the potential for pain into your life. Everything is this act of embracing the present moment, the felt presence of experience, and then moving on to the next felt moment of experience. It’s literally psychological nomadism is what it is."
9197,The drugs of the future will be computers. The computers of the future will be drugs.
9198,"If you don't have a plan, you become part of somebody else's plan."
9199,"The world which we perceive is a tiny fraction of the world which we can perceive, which is a tiny fraction of the perceivable world."
9200,Worrying is betting against yourself.
9201,"We are caught inside a mystery, veiled in an enigma, locked inside a riddle"
9202,Life must be a preparation for the transition to another dimension.
9203,"We are told No, you're unimportant, you're peripheral - get a degree, get a job, get a this, get that, and then you're a player. You don't even want to play that game. You want to reclaim your mind and get it out of the hands of the cultural engineers who want to turn you into a half-baked moron consuming all this trash that's being manufactured out of the bones of a dying world."
9204,"For all we know, we know nothing."
9205,"The problem is not to find the answer, it's to face the answer"
9206,Our ability to destroy ourselves is the mirror image of our ability to save ourselves.
9207,"The cost of sanity in this society, is a certain level﻿ of alienation"
9208,"Knowledge, or verbal facility, is no proof that you know what you're talking about."
9209,Science does not deal with subjective experience... Well that's too bad because that is all any of us ever have.
9210,"The real secret of magic is that the world is made of words, and that if you know the words that the world is made of you can make of it whatever you wish."
9211,"Claim your place in the sun and go forward into the light. The tools are there; the path is known; you simply have to turn your back on a culture that has gone sterile and dead, and get with the programme of a living world and a re-empowerment of the imagination."
9212,
9213,There is but one answer to terrorism and it is best delivered with a Winchester rifle.
9214,
9215,"It is not the critic who counts; not the man who points out how the strong man stumbles, or where the doer of deeds could have done them better. The credit belongs to the man who is actually in the arena, whose face is marred by dust and sweat and blood; who strives valiantly; . . . who at best knows in the end the triumph of high achievement, and who at worst, if he fails, at least fails while daring greatly."
9216,Knowing what's right doesn't mean much unless you do what's right.
9217,"What a man does for himself, dies with him. What a man does for his community lives long after he's gone."
9218,"Patriotism means to stand by the country. It does not mean to stand by the president or any other public official, save exactly to the degree in which he himself stands by the country. It is patriotic to support him insofar as he efficiently serves the country. It is unpatriotic not to oppose him to the exact extent that by inefficiency or otherwise he fails in his duty to stand by the country. In either event, it is unpatriotic not to tell the truth, whether about the president or anyone else."
9219,Nothing worth having was ever achieved without effort.
9220,"Do what you can, with what you have, where you are."
9221,"There can be no divided allegiance here. Any man who says he is an American, but something else also, isn't an American at all. We have room for but one flag, the American flag...We have room for but one language here, and that is the English language...and we have room for but one sole loyalty and that is a loyalty to the American people."
9222,"In any moment of decision, the best thing you can do is the right thing, the next best thing is the wrong thing, and the worst thing you can do is nothing."
9223,"Behind the ostensible government sits enthroned an invisible government owing no allegiance and acknowledging no responsibility to the people. To destroy this invisible government, to befoul the unholy alliance between corrupt business and corrupt politics is the first task of the statesmanship of today."
9224,"Do Something Now. If not you, who? If not here, where? If not now, when?"
9225,
9226,The reason fat men are good natured is they can neither fight nor run.
9227,To educate a man in mind and not in morals is to educate a menace to society.
9228,"Nobody cares how much you know, until they know how much you care."
9229,Believe you can and you're halfway there.
9230,"It is hard to fail, but it is worse never to have tried to succeed."
9231,"You can't choose your potential, but you can choose to fulfill it."
9232,Comparison is the thief of joy.
9233,"When they call the roll in the Senate, the Senators do not know whether to answer 'Present' or 'Not guilty.'"
9234,He who makes no mistakes makes no progress.
9235,"There is no room in this country for hyphenated Americanism. The one absolutely certain way of bringing this nation to ruin, of preventing all possibility of its continuing to be a nation at all, would be to permit it to become a tangle of squabbling nationalities."
9236,A thorough knowledge of the Bible is worth more than a college education.
9237,
9238,
9239,A genius is a talented person who does his homework.
9240,I never view mistakes as failures. They are simply opportunities to find out what doesn't work.
9241,Having a vision for what you want is not enough...Vision without execution is hallucination
9242,There is a better way for everything. Find it.
9243,The man who doesn’t make up his mind to cultivate the habit of thinking misses the greatest pleasure in life.
9244,Opportunity is missed by most people because it is dressed in overalls and looks like work.
9245,Success is the product of the severest kind of mental and physical application.
9246,There is no limit to which a man will not go to avoid thinking.
9247,The first requisite for success is to develop the ability to focus.
9248,You can't realize your dreams unless you have one to begin with.
9249,"When you become quiet, it just dawns on you"
9250,"Each time you fail, you have eliminated another wrong option."
9251,I owe my success to the fact that I never had a clock in my workroom.
9252,Five percent of the people think; ten percent of the people think they think; and the other eighty-five percent would rather die than think.
9253,The only time I really become discouraged is when I think of all the things I would like to do and the little time I have in which to do them.
9254,"The brain can be developed just the same as the muscles 
 can be developed, if on will only take the pains to train 
 the mind to think."
9255,Success is 90% perspiration and 10% inspiration!
9256,The secret of success is focus of purpose.
9257,Vision without execution is delusion.
9258,The successful person makes a habit of doing what the failing person doesn't like to do.
9259,Accomplishing something provides the only real satisfaction in life.
9260,The perils of overwork are slight compared with the dangers of inactivity.
9261,Discontent is the first necessity of progress.
9262,
9263,"A person with a clear purpose will make progress, even on the roughest road. A person with no purpose will make no progress, even on the smoothest road."
9264,The past is always attractive because it is drained of fear.
9265,Do not be embarrassed by your mistakes. Nothing can teach us better than our understanding of them. This is one of the best ways of self-education.
9266,Is not light grander than fire? It is the same element in a state of purity.
9267,"Not what you possess but what you do with what you have, determines your true worth."
9268,"Show me the man you honor, and I will know what kind of man you are."
9269,What we become depends on what we read after all of the professors have finished with us. The greatest university of all is a collection of books.
9270,A great man shows his greatness by the way he treats little men.
9271,
9272,"Wondrous is the strength of cheerfulness, and its power of endurance - the cheerful man will do more in the same time, will do it; better, will preserve it longer, than the sad or sullen."
9273,I do not believe in the collective wisdom of individual ignorance.
9274,Courtesy is the due of man to man; not of suit-of-clothes to suit-of-clothes.
9275,Naps are a way of traveling painlessly through time into the future.
9276,A man protesting against error is on the way towards uniting himself with all men that believe in truth.
9277,No person is important enough to make me angry.
9278,"Great is journalism. Is not every able editor a ruler of the world, being the persuader of it?"
9279,Without kindness there can be no true joy.
9280,
9281,
9282,"Government is emphatically a machine: to the discontented a taxing machine, to the contented a machine for securing property."
9283,"Of all your troubles, great and small, the greatest are the ones that don't happen at all."
9284,A man without a goal is like a ship without a rudder.
9285,Of all acts of man repentance is the most divine. The greatest of all faults is to be conscious of none.
9286,"Do the duty which lies nearest to you, the second duty will then become clearer."
9287,
9288,All things are difficult before they are easy.
9289,He that cannot forgive others breaks the bridge over which he must pass himself; for every man has need to be forgiven.
9290,An invincible determination can accomplish almost anything and in this lies the great distinction between great men and little men.
9291,"We are born crying, live complaining, and die disappointed."
9292,He's my friend that speaks well of me behind my back.
9293,It is said that the darkest hour of the night comes just before the dawn.
9294,It is madness for sheep to talk peace with a wolf.
9295,"If you would have a good wife, marry one who has been a good daughter."
9296,"No man can be happy without a friend, nor be sure of his friend till he is unhappy."
9297,
9298,The noblest revenge is to forgive
9299,"He that falls into sin is a man; that grieves at it, is a saint; that boasteth of it, is a devil."
9300,"Good is not good, where better is expected"
9301,Health is not valued till sickness comes.
9302,"If it were not for hopes, the heart would break."
9303,Some have been thought brave because they were afraid to run away.
9304,"He who cures a disease may be the skillfullest, but he that prevents it is the safest physician."
9305,Prayer: the key of the day and the lock of the night.
9306,There is more pleasure in loving than in being beloved.
9307,A stumble may prevent a fall.
9308,"Charity begins at home, but should not end there."
9309,It is the property of fools to be always judging.
9310,"Govern thy Life and Thoughts, as if the whole World were to see the one, and read the other."
9311,"If you command wisely, you'll be obeyed cheerfully."
9312,
9313,"The issue today is the same as it has been throughout all history, whether man shall be allowed to govern himself or be ruled by a small elite."
9314,"When the people are afraid of the government, that's tyranny. But when the government is afraid of the people, that's liberty."
9315,"When tyranny becomes law, rebellion becomes duty."
9316,"I think myself that we have more machinery of government than is necessary, too many parasites living on the labor of the industrious. Government big enough to supply everything you need is big enough to take everything you have ... The course of history shows that as a government grows, liberty decreases. The two enemies of the people are criminals and government, so let us tie the second down with the chains of the constitution so the second will not become the legalized version of the first."
9317,"When you abandon freedom to achieve security, you lose both and deserve neither."
9318,A true patriot will defend his country from its government.
9319,"When once a Republic is corrupted, there is no possibility of remedying any of the growing evils but by removing the corruption and restoring its lost principles; every other correction is either useless or a new evil."
9320,"Laws that forbid the carrying of arms . . . disarm only those who are neither inclined nor determined to commit crimes . . . Such laws make things worse for the assaulted and better for the assailants; they serve rather to encourage than to prevent homicides, for an unarmed man may be attacked with greater confidence than an armed man."
9321,
9322,Evil triumphs when good men do nothing.
9323,"To learn, you have to listen. To improve, you have to try."
9324,
9325,"Whenever any form of government becomes destructive of these ends [life, liberty, and the pursuit of happiness] it is the right of the people to alter or abolish it, and to institute new government."
9326,A private central bank issuing the public currency is a greater menace to the liberties of the people than a standing army. We must not let our rulers load us with perpetual debt.
9327,Democracy is 51% of the people taking away the rights of the other 49%.
9328,A well informed citizenry is the best defense against tyranny.
9329,The cornerstone of democracy rests on the foundation of an educated electorate.
9330,
9331,The worst day in a man's life is when he sits down and begins thinking about how he can get something for nothing.
9332,The government you elect is the government you deserve.
9333,"Equal rights for all, special privileges for none"
9334,"The course of history shows that as a government grows, liberty decreases."
9335,
9336,Peace is that brief glorious moment in history when everybody stands around reloading.
9337,
9338,
9339,"My Lord God, I have no idea where I am going. I do not see the road ahead of me. I cannot know for certain where it will end. Nor do I really know myself, and the fact that I think that I am following Your Will does not mean that I am actually doing so. But I believe that the desire to please You does in fact please You. And I hope I have that desire in all that I am doing."
9340,"The beginning of love is to let those we love be perfectly themselves, and not to twist them to fit our own image. Otherwise we love only the reflection of ourselves we find in them."
9341,"In a world of noise, confusion and conflict it is necessary that there be places of silence, inner discipline and peace. In such places love can blossom."
9342,"You do not need to know precisely what is happening, or exactly where it is all going. What you need is to recognize the possibilities and challenges offered by the present moment, and to embrace them with courage, faith and hope."
9343,"To be grateful is to recognize the Love of God in everything He has given us - and He has given us everything. Every breath we draw is a gift of His love, every moment of existence is a grace, for it brings with it immense graces from Him. Gratitude therefore takes nothing for granted, is never unresponsive, is constantly awakening to new wonder and to praise of the goodness of God. For the grateful person knows that God is good, not by hearsay but by experience. And that is what makes all the difference."
9344,Nothing has ever been said about God that hasn't already been said better by the wind in the pine trees.
9345,"The rush and pressure of modern life are a form, perhaps the most common form, of contemporary violence. To allow oneself to be carried away by a multitude of conflicting concerns, to surrender to too many demands, to commit oneself to too many projects, to want to help everyone in everything, is to succumb to violence. The frenzy of our activity neutralizes our work for peace. It destroys our own inner capacity for peace. It destroys the fruitfulness of our own work, because it kills the root of inner wisdom which makes work fruitful."
9346,In Silence God ceases to be an object and becomes an experience.
9347,"People may spend their whole lives climbing the ladder of success only to find, once they reach the top, that the ladder is leaning against the wrong wall."
9348,"In order to settle down in the quiet of our own being we must learn to be detached from the results of our own activity. We must be content to live without watching ourselves live, to work with expecting immediate reward, to love without an instant satisfaction, and to exist without any special recognition. It is only when we are detached from ourselves that we can be at peace with ourselves."
9349,"When you see God in everyone, then they see God in you."
9350,"Instead of hating the people you think are war-makers, hate the appetites and disorder in your own soul, which are the causes of war. If you love peace, then hate injustice, hate tyranny, hate greed - but hate these things in yourself, not in another."
9351,"The deepest level of communication is not communication, but communion. It is wordless. It is beyond words, and it is beyond speech, and it is beyond concept. Not that we discover a new unity. We discover an older unity. My dear Brothers [and Sisters], we are already one. But we imagine that we are not. And what we have to recover is our original unity. What we have to be is what we are."
9352,Let us come alive to the splendor that is all around us and see the beauty in ordinary things.
9353,"Love in fact is the spiritual life, and without it all the other exercises of the spirit, however lofty, are emptied of content and become mere illusions."
9354,"In the devil's theology, the important thing is to be absolutely right and to prove that everybody else is absolutely wrong."
9355,Do not be too quick to assume your enemy is a savage just because he is your enemy. Perhaps he is your enemy because he thinks you are a savage. Or perhaps he is afraid of you because he feels that you are afraid of him.  And perhaps if he believed you are capable of loving him he would no longer be your enemy.
9356,"Do not look for rest in any pleasure, because you were not created for pleasure: you were created for joy. And if you do not know the difference between pleasure and joy you have not yet begun to live."
9357,"True encounter with Christ liberates something in us, a power we did not know we had, a hope, a capacity for life, a resilience, an ability to bounce back when we thought we were completely defeated, a capacity to grow and change, a power of creative transformation."
9358,Love is our true destiny. We do not find the meaning of life by ourselves alone - we find it with another.
9359,"Everything in modern city life is calculated to keep man from entering into himself and thinking about spiritual things. Even with the best of intentions a spiritual man finds himself exhausted and deadened and debased by the constant noise of machines and loudspeakers, the dead air and the glaring lights of offices and shops, the everlasting suggestion of advertising and propaganda. The whole mechanism of modern life is geared for a flight from God and from the spirit into the wilderness of neurosis."
9360,"Prayer is not so much a way to find God as a way of resting in him...who loves us, who is near to us."
9361,"To say that I am made in the image of God is to say that love is the reason for my existence, for God is love. Love is my true identity. Selflessness is my true self. Love is my true character. Love is my name."
9362,
9363,
9364,
9365,The greatest tyrannies are always perpetuated in the name of the noblest causes.
9366,
9367,"No country can be called free which is governed by an absolute power; and it matters not whether it be an absolute royal power or an absolute legislative power, as the consequences will be the same to the people."
9368,You cannot undermine police authority and then complain about rising crime.
9369,"A constitution defines and limits the powers of the government it creates. It therefore follows, as a natural and also a logical result, that the governmental exercise of any power not authorized by the constitution is an assumed power, and therefore illegal."
9370,"When all other rights are taken away, the right of rebellion is made perfect."
9371,"These are the times that try men's souls. The summer soldier and the sunshine patriot will, in this crisis, shrink from the service of his country; but he that stands it NOW, deserves the love and thanks of man and woman."
9372,Reason obeys itself; and ignorance submits to whatever is dictated to it.
9373,"Our greatest enemies, the ones we must fight most often, are within."
9374,"I prefer peace. But if trouble must come, let it come in my time, so that my children can live in peace."
9375,The slavery of fear had made men afraid to think.
9376,"Taxes were not raised to carry on wars, but that wars were raised to carry on taxes."
9377,"Men who look upon themselves born to reign, and others to obey, soon grow insolent; selected from the rest of mankind their minds are early poisoned by importance; and the world they act in differs so materially from the world at large, that they have but little opportunity of knowing its true interests, and when they succeed to the government are frequently the most ignorant and unfit of any throughout the dominions."
9378,"The real man smiles in trouble, gathers strength from distress, and grows brave by reflection."
9379,"A constitution is not the act of a government, but of a people constituting a government; and government without a constitution is power without a right. All power exercised over a nation, must have some beginning. It must be either delegated, or assumed. There are not other sources. All delegated power is trust, and all assumed power is usurpation. Time does not alter the nature and quality of either."
9380,A long habit of not thinking a thing wrong gives it a superficial appearance of being right.
9381,Government is best which governs least
9382,"[A]ll churches, whether Jewish, Christian or Muslim, are simply human inventions. They use fear to enslave us. They are a monopoly for power and profit."
9383,"He that would make his own liberty secure, must guard even his enemy from oppression; for if he violates this duty, he establishes a precedent that will reach to himself."
9384,"It is not in numbers, but in unity, that our great strength lies."
9385,"Arms discourage and keep the invader and plunderer in awe, and preserve order in the world as well as property... Horrid mischief would ensue were the law-abiding deprived of the use of them."
9386,"If I do not believe as you believe, it proves that you do not believe as I believe, and that is all that it proves."
9387,
9388,Everyone can be discontented if he ignores his blessings and looks only at his burdens.
9389,We must develop the capacity to see men not as they are at present but as they may become.
9390,"Stick to a task 'til it sticks to you. . .for beginners are many, but finishers few."
9391,"Stand for right, even if you stand alone."
9392,Happiness comes when we stop complaining about the troubles we have and offer thanks for all the troubles we don't have.
9393,"You can share your testimony in many ways, by the words you speak, by the example you set, by the manner in which you live your life."
9394,"Your Heavenly Father loves you-each of you. That love never changes. It is not influenced by your appearance, by your possessions, or by the amount of money you have in your bank account. It is not changed by your talents and abilities. It is simply there. It is there for you when you are sad or happy, discouraged or hopeful. God's love is there for you whether or not you feel you deserve love. It is simply always there."
9395,One day each of us will run out of tomorrows. Let us not put off what is important.
9396,Don’t limit yourself and don’t let others convince you that you are limited in what you can do. Believe in yourself and then live so as to reach your possibilities. You can achieve what you believe you can. Trust and believe and have faith.
9397,"It’s not enough to wish, it’s not enough to dream, it’s not enough to promise. We must do."
9398,"He who gives money gives some, he who gives time gives more, and he who gives of himself gives all."
9399,Don't save something for a special occasion. Every day of your life is a special occasion.
9400,"Help others in their race of life. Remember that when you help another up a mountain, you are a little nearer the top yourself."
9401,A woman needs to be told she is beautiful. She needs to be told she is valued. She needs to be told she is worthwhile.
9402,So much in life depends on our attitude. The way we choose to see things and respond to others makes all the difference.
9403,"God left the world unfinished for man to work his skill upon. He left the electricity in the cloud, the oil in the earth. He left the rivers unbridged and the forests unfelled and the cities unbuilt. God gives to man the challenge of raw materials, not the ease of finished things. He leaves the pictures unpainted and the music unsung and the problems unsolved, that man might know the joys and glories of creation."
9404,"Family prayer is the greatest deterrent to sin, and hence the most beneficent provider of joy and happiness. The old saying is yet true: 'The family that prays together stays together.'"
9405,"As we arise each morning, let us determine to respond with love and kindness to whatever might come our way."
9406,Often we live side by side but do not communicate heart to heart.
9407,Charity is having patience with someone who has let us down. It is resisting the impulse to become offended easily. It is accepting weaknesses and shortcomings. It is accepting people as they truly are. It is looking beyond physical appearances to attributes that will not dim through time. It is resisting the impulse to categorize others.
9408,"We are reminded that anger doesn't solve anything. It builds nothing, but it can destroy everything."
9409,We are never alone when we stand with our Father in Heaven.
9410,"Raising children, be aware that the piles and piles of laundry will disappear all too soon and that you will, to your surprise, miss them profoundly."
9411,"There is really no way we can know the heart, the intentions, or the circumstances of someone who might say or do something we find reason to criticize. Thus the commandment: 'Judge not.'"
9412,
9413,
9414,"The next time some academics tell you how important diversity is, ask how many Republicans there are in their sociology department."
9415,"Racism is not dead, but it is on life support -- kept alive by politicians, race hustlers and people who get a sense of superiority by denouncing others as 'racists'"
9416,What do you call it when someone steals someone else's money secretly? Theft. What do you call it when someone takes someone else's money openly by force? Robbery. What do you call it when a politician takes someone else's money in taxes and gives it to someone who is more likely to vote for him? Social Justice.
9417,"When you want to help people, you tell them the truth. When you want to help yourself, you tell them what they want to hear."
9418,The problem isn't that Johnny can't read. The problem isn't even that Johnny can't think. The problem is that Johnny doesn't know what thinking is; he confuses it with feeling.
9419,Government's power to bully people who have broken no law is dangerous to all of us.
9420,"You cannot take any people, of any color, and exempt them from the requirements of civilization - including work, behavioral standards, personal responsibility, and all the other basic things that the clever intelligentsia disdain - without ruinous consequences to them and to society at large."
9421,"Not since the days of the Hitler Youth have young people been subjected to more propaganda on more politically correct issues.  At one time, educators boasted that their role was not to teach students what to think but how to think.  Today, their role is far too often to teach students what to think on everything from immigration to global warming to the new sacred trinity of 'race, class and gender.'"
9422,"Just as any moron can destroy a priceless Ming vase, so the shallow and ill-educated people who run our schools can undermine and destroy from within a great civilization that took centuries of dedicated effort to create and maintain."
9423,It is bad enough that so many people believe things without any evidence. What is worse is that some people have no conception of evidence and regard facts as just someone else's opinion.
9424,"You may have the right to live anyway you like, but you don't have a right to have other people like it. Respect it or pay for it."
9425,"One of the most important reasons for studying history is that virtually every stupid idea that is in vogue today has been tried before and proved disastrous before, time and again."
9426,"The welfare state has always been judged by its good intentions, rather than its bad results."
9427,"Blacks were not enslaved because they were black but because they were available. Slavery has existed in the world for thousands of years. Whites enslaved other whites in Europe for centuries before the first black was brought to the Western hemisphere. Asians enslaved Europeans. Asians enslaved other Asians. Africans enslaved other Africans, and indeed even today in North Africa, blacks continue to enslave blacks."
9428,"In a democracy, we have always had to worry about the ignorance of the uneducated.  Today we have to worry about the ignorance of people with college degrees."
9429,"The welfare state is the oldest con game in the world. First you take people's money away quietly, and then you give some of it back to them flamboyantly."
9430,"One of the sad signs of our times is that we have demonized those who produce, subsidized those who refuse to produce, and canonized those who complain."
9431,"If you believe in equal rights, then what do “women’s rights,” “gay rights,” etc., mean? Either they are redundant or they are violations of the principle of equal rights for all."
9432,What exactly is your 'fair share' of what 'someone else' has worked for?
9433,"Activism is a way for useless people to feel important, even if the consequences of their activism are counterproductive for those they claim to be helping and damaging to the fabric of society as a whole."
9434,"The reason so many people misunderstand so many issues is not that these issues are so complex, but that people do not want a factual or analytical explanation that leaves them emotionally unsatisfied. They want villains to hate and heroes to cheer - and they don't want explanations that do not give them that."
9435,"A friend from India told me that a countryman of his said: ""I want to go to America. I want to see a country where poor people are fat."""
9436,"One of the painful signs of years of dumbed-down education is how many people are unable to make a coherent argument. They can vent their emotions, question other people's motives, make bold assertions, repeat slogans-- anything except reason."
9437,
9438,"If you don't have time, the truth is, you don't have priorities. Think harder; don't work harder."
9439,It isn't enough to think outside the box. Thinking is passive. Get used to acting outside the box.
9440,"Tomorrow becomes never. No matter how small the task, take the first step now!"
9441,"One can steal ideas, but no one can steal execution or passion."
9442,There are two components that are fundamental to enjoy life and feel good about yourself: continual learning and service.
9443,Being busy is a form of laziness - lazy thinking and indiscriminate action. Being busy is most often used as a guise for avoiding the few critically important but uncomfortable actions.
9444,"You can lose money and make it back, you can't do that with time."
9445,"The best way to improve mental performance, is to improve physical performance"
9446,Do not overestimate the competition and underestimate yourself. You are better than you think.
9447,"To do the impossible, you need to ignore the popular."
9448,Money doesn't change you; it reveals who you are when you no longer have to be nice.
9449,Lack of time is actually lack of priorities.
9450,"But you are the average of the five people you associate with most, so do not underestimate the effects of your pessimistic, unambitious, or disorganized friends. If someone isn't making you stronger, they're making you weaker."
9451,The most important actions are never comfortable.
9452,"An entrepreneur isn't someone who owns a business, it's someone who makes things happen."
9453,"Luxury, to me, is not owning a lot of stuff. Luxury, to me, is feeling unrushed."
9454,"The question you should be asking isn't, ""What do I want?"" or ""What are my goals?"" but ""What would excite me?"
9455,What you do is infinitely more important than how you do it.
9456,"There are tons of things in your home and life that you don't use, need, or even particularly want. They just came into your life as impulsive flotsam and jetsam and never found a good exit. Whether you're aware of it or not, this clutter creates indecision and distractions."
9457,"Believe it or not, it is not only possible to accomplish more by doing less, it is mandatory. Enter the world of elimination."
9458,"For all of the most important things, the timing always sucks. Waiting for a good time to quit your job? The stars will never align and the traffic lights of life will never all be green at the same time. The universe doesn't conspire against you, but it doesn't go out of its way to line up the pins either. Conditions are never perfect. ""Someday"" is a disease that will take your dreams to the grave with you. Pro and con lists are just as bad. If it's important to you and you want to do it ""eventually,"" just do it and correct course along the way."
9459,Slow down and remember this: Most things make no difference. Being busy is a form of mental laziness-lazy thinking and indiscriminate action.
9460,Slow down and remember this: Most things make no difference.
9461,Being selective-doing less-is the path of the productive. Focus on the important few and ignore the rest.
9462,
9463,"The only love that won’t disappoint you is one that can’t change, that can’t be lost, that is not based on the ups and downs of life or of how well you live. It is something that not even death can take away from you. God’s love is the only thing like that."
9464,"The gospel is this: We are more sinful and flawed in ourselves than we ever dared believe, yet at the very same time we are more loved and accepted in Jesus Christ than we ever dared hope."
9465,"Jesus Christ did not suffer so that you would not suffer. He suffered so that when you suffer, you’ll become more like him. The gospel does not promise you better life circumstances; it promises you a better life."
9466,"Like a baby learning language, we learn how to communicate with God by listening to His words first."
9467,"Religion says earn your life. Secular society says create your life. Jesus says, 'My life for your life."
9468,Putting our faith in Christ is not about trying harder; it means transferring our trust away from ourselves and resting in him.
9469,How do you change your behavior? Change what you worship
9470,"Legalistic remorse says, ""I broke God's rules,"" while real repentance says, ""I broke God's heart."""
9471,The Gospel is good news not good advice. Advice = what we should do. News = report of what was done for us.
9472,"Worry is not believing God will get it right, and bitterness is believing God got it wrong."
9473,Suffering can refine us rather than destroy us because God himself walks with us in the fire.
9474,The only person who dares wake up a king at 3:00 AM for a glass of water is a child. We have that kind of access
9475,"If God is not at the center of your life, something else is."
9476,"Jesus didn't come to tell us the answers to the questions of life, he came to be the answer."
9477,"The Bible’s purpose is not so much to show you how to live a good life. The Bible’s purpose is to show you how God’s grace breaks into your life against your will and saves you from the sin and brokenness otherwise you would never be able to overcome… religion is ‘if you obey, then you will be accepted’. But the Gospel is, ‘if you are absolutely accepted, and sure you’re accepted, only then will you ever begin to obey’. Those are two utterly different things. Every page of the Bible shows the difference."
9478,"God looks at the anxious and says, I tore my Son to shreds for you, and you're afraid I will not give you what you need?"
9479,"The basic purpose of prayer is not to bend God's will to mine, but to mold my will into His."
9480,"The Christian Gospel is that I am so flawed that Jesus had to die for me, yet I am so loved and valued that Jesus was glad to die for me. This leads to deep humility and deep confidence at the same time. It undermines both swaggering and sniveling. I cannot feel superior to anyone, and yet I have nothing to prove to anyone. I do not think more of myself nor less of myself. Instead, I think of myself less."
9481,Every single emotion you have should be processed in prayer.
9482,"Success and suffering will either darken your heart or make you wise, but they won't leave you where you were."
9483,How does Satan accuse us? By causing us to look at our sin rather than our Savior.
9484,Faith is not primarily a function of how you feel. Faith is living out and believing what truth is despite what you feel.
9485,"In the original language, 'Fear the Lord' doesn't mean be afraid. It means sustaining a joyful, astonished awe, and wonder before Him."
9486,Trust is accepting what God sends into your life whether you understand it or not.
9487,
9488,Politics and prostitution have to be the only jobs where inexperience is considered a virtue.
9489,
9490,You've got to experience failure to understand that you can survive it.
9491,"Start with a 'Yes', and see where that takes you."
9492,Life is improvisation.
9493,Confidence is 10 percent hard work and 90 percent delusion.
9494,Don't waste your energy trying to educate or change opinions... Do your thing and don't care if they like it.
9495,Why are my arms so weak? It's like I did that push-up last year for nothing!
9496,"You can’t be that kid standing at the top of the waterslide, overthinking it. You have to go down the chute."
9497,"You go through big chunks of time where you're just thinking, 'this is impossible - oh,this is impossible'. And then you just keep going and keep going, and you sort of do the impossible."
9498,"Now every girl is expected to have: Caucasian blue eyes, full Spanish lips, a classic button nose, hairless Asian skin with a California tan, a Jamaican dance hall ass, long Swedish legs, small Japanese feet, the abs of a lesbian gym owner, the hips of a nine-year-old boy, the arms of Michelle Obama, and doll tits. The person closest to actually achieving this look is Kim Kardashian, who, as we know, was made by Russian scientists to sabotage our athletes."
9499,Whatever the problem - be part of the solution
9500,Just say yes and you'll figure it out afterwards.
9501,"If you ever start to feel good about yourself... 
 .... they have this thing called the internet."
9502,There are no mistakes only opportunities.
9503,"A Harvard Medical School study has determined that rectal thermometers are still the best way to tell a baby's temperature. Plus, it really teaches the baby who's boss."
